Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Homarine,2716323840,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Homarine,2403952896,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Homarine,3554969856,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Homarine,3818396672,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Homarine,3187592960,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Homarine,3103977216,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Homarine,1326262784,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Homarine,1089246208,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Homarine,1323887104,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Homarine,749471808,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Homarine,744879488,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Homarine,722973120,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Trigonelline,1270822528,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Trigonelline,1345404672,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Trigonelline,1160363648,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Trigonelline,1434568704,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Trigonelline,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Trigonelline,19926350,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Trigonelline,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Trigonelline,98331288,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Trigonelline,55824684,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Trigonelline,65674636,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Trigonelline,86512536,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Trigonelline,92787976,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Trigonelline,93053016,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Trigonelline,88596320,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Trigonelline,48472004,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Trigonelline,51479576,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Trigonelline,51646876,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Trigonelline,52752040,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Trigonelline,14972696,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Trigonelline,11433854,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Trigonelline,24497168,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Trigonelline,3812544.3455315586,NA,Flag,NA,6163287.733333333
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Trigonelline,19467692,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Trigonelline,10637427,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Trigonelline,14797706,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Trigonelline,15657245,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Trigonelline,18791728,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Trigonelline,16629353,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Trigonelline,20063282,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Trigonelline,21828566,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Trigonelline,15368824,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Trigonelline,20597366,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Trigonelline,15181460,NA,NA,NA,NA
240102_Smp_LabBlk1_A,NA,NA,KinExp,Trigonelline,3445269,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,Trigonelline,4634720,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,Trigonelline,8535056,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,Trigonelline,7288839,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,Trigonelline,3857060,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,Trigonelline,14811561,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,Trigonelline,7338425,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,Trigonelline,10054324,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,Trigonelline,3790563,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,Trigonelline,4300797,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,Trigonelline,3119817,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,Trigonelline,2744842,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,Trigonelline,6015775,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,Trigonelline,7416239,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,Trigonelline,5096029,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Trigonelline,3812544.3455315586,NA,Flag,Smp_Remove,6163287.733333333
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Trigonelline,3812544.3455315586,NA,Flag,Smp_Remove,6163287.733333333
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Trigonelline,3812544.3455315586,NA,Flag,Smp_Remove,6163287.733333333
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Trigonelline,194445360,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Trigonelline,330344672,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Trigonelline,261231744,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Trigonelline,73059784,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Trigonelline,88584184,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Trigonelline,119643144,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Trigonelline,623700480,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Trigonelline,467992224,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Trigonelline,443595360,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Trigonelline,80062592,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Trigonelline,70564288,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Trigonelline,81911184,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Trigonelline,56918680,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Trigonelline,65697408,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Trigonelline,54556752,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Proline betaine,2054012160,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Proline betaine,2150567168,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Proline betaine,1746826880,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Proline betaine,2208578048,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Proline betaine,678604,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Proline betaine,330293,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Proline betaine,18224224,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Proline betaine,18703604,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Proline betaine,16929016,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Proline betaine,20096028,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Proline betaine,23582124,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Proline betaine,24983370,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Proline betaine,28058192,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Proline betaine,30799204,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Proline betaine,15490497,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Proline betaine,12852066,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Proline betaine,16142337,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Proline betaine,13378480,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Proline betaine,8351957,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Proline betaine,9952725,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Proline betaine,15051926,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Proline betaine,5124637,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Proline betaine,11796894,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Proline betaine,5656164,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Proline betaine,9733823,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Proline betaine,10594170,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Proline betaine,8249423,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Proline betaine,9532131,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Proline betaine,19340854,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Proline betaine,18955998,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Proline betaine,2449927.826768178,NA,Flag,NA,4145683.3333333335
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Proline betaine,5320521,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Proline betaine,7858482,NA,NA,NA,NA
240102_Smp_LabBlk1_A,NA,NA,KinExp,Proline betaine,6980843,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,Proline betaine,4439944,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,Proline betaine,5655705,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,Proline betaine,1820925,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,Proline betaine,5848196,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,Proline betaine,4280511,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,Proline betaine,1963333,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,Proline betaine,2279647,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,Proline betaine,2697344,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,Proline betaine,3505722,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,Proline betaine,3349066,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,Proline betaine,4255158,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,Proline betaine,4243423,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,Proline betaine,7079115,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,Proline betaine,3786318,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Proline betaine,6065589,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Proline betaine,2449927.826768178,NA,Flag,Smp_Remove,4145683.3333333335
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Proline betaine,2449927.826768178,NA,Flag,Smp_Remove,4145683.3333333335
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Proline betaine,64709648,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Proline betaine,102729896,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Proline betaine,80527680,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Proline betaine,23966032,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Proline betaine,23965840,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Proline betaine,37802728,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Proline betaine,126490176,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Proline betaine,99343344,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Proline betaine,105117936,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Proline betaine,9236659,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Proline betaine,8376681,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Proline betaine,13930578,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Proline betaine,8340486,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Proline betaine,9196757,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Proline betaine,12310904,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Betonicine,11909123072,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Betonicine,12243045376,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Betonicine,10114810880,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Betonicine,12261813248,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Betonicine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Betonicine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Betonicine,37151784,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Betonicine,40942032,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Betonicine,37421232,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Betonicine,43012168,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Betonicine,61166536,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Betonicine,64691768,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Betonicine,65537136,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Betonicine,65805444,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Betonicine,33580308,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Betonicine,34210196,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Betonicine,33156692,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Betonicine,35341812,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Betonicine,12229530,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Betonicine,18042386,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Betonicine,16901908,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Betonicine,6111834,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Betonicine,12458781,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Betonicine,10861718,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Betonicine,7161379,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Betonicine,9177548,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Betonicine,10775331,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Betonicine,9504476,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Betonicine,14350251,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Betonicine,20882578,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Betonicine,6391589,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Betonicine,6299373,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Betonicine,4181409,NA,NA,NA,NA
240102_Smp_LabBlk1_A,NA,NA,KinExp,Betonicine,1341059,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,Betonicine,1009166,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,Betonicine,1264094,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,Betonicine,489634,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,Betonicine,2006175,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,Betonicine,1163727,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,Betonicine,1118080,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,Betonicine,1536594,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,Betonicine,782272,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,Betonicine,485583,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,Betonicine,829699,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,Betonicine,1469252,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,Betonicine,935229,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,Betonicine,1204966,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,Betonicine,382172,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Betonicine,633452.5232577329,NA,Flag,Smp_Remove,1067846.8
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Betonicine,633452.5232577329,NA,Flag,Smp_Remove,1067846.8
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Betonicine,1387104,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Betonicine,534393376,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Betonicine,584555776,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Betonicine,596614272,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Betonicine,9697515,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Betonicine,12776554,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Betonicine,15492698,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Betonicine,35786796,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Betonicine,27766774,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Betonicine,30197978,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Betonicine,8033268,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Betonicine,5911968,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Betonicine,8043546,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Betonicine,7013252,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Betonicine,6578261,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Betonicine,7330208,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Gonyol,745739456,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Gonyol,689620160,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Gonyol,569396480,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Gonyol,693347776,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Gonyol,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Gonyol,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Gonyol,10950500,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Gonyol,10461721,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Gonyol,10852061,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Gonyol,11225527,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Gonyol,17563482,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Gonyol,16686347,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Gonyol,16934130,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Gonyol,18280780,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Gonyol,8474181,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Gonyol,8482736,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Gonyol,8296187,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Gonyol,9900906,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Gonyol,7821238,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Gonyol,11905252,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Gonyol,35639640,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Gonyol,6278089,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Gonyol,33647684,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Gonyol,10573280,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Gonyol,6956214,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Gonyol,8822843,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Gonyol,13608194,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Gonyol,18549438,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Gonyol,27306956,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Gonyol,18323324,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Gonyol,2521253,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Gonyol,3374742,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Gonyol,3283541,NA,NA,NA,NA
240102_Smp_LabBlk1_A,NA,NA,KinExp,Gonyol,0,NA,NA,NA,NA
